DESPACHO CIFRADO;OPERACION;DESTINACION;REGIMEN;OFICIALIZACION;CANCELACION;AÑO;MES;ADUANA;COTIZACION;MEDIO TRANSPORTE;CANAL;ITEM;PAIS ORIGEN;PAIS PROCEDENCIA/DESTINO;USO;UNIDAD MEDIDA ESTADISTICA;CANTIDAD ESTADISTICA;KILO NETO;KILO BRUTO;FOB DOLAR;FLETE DOLAR;SEGURO DOLAR;IMPONIBLE DOLAR;IMPONIBLE GS;AJUSTE A INCLUIR;AJUSTE A DEDUCIR;POSICION;RUBRO;DESC CAPITULO;DESC POSICION;DESC PARTIDA;MERCADERIA;MARCA ITEM;ACUERDO;DERECHO;ISC;SERVICIO;RENTA;IVA;OTROS;TOTAL
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";7;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";3090;347.27;360.294;5707.57;43.77;8.63;5759.97;44916459.51;0;0;"6104.22.00.000K";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Conjuntos  -Conjuntos     --De algod¿n.";"TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Conjuntos";"CONJUNTOS DE ALGODON";"";"MERCOSUR";0;0;224582;0;4514104;180564;4919250
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";9;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";2840;319.17;331.144;3220.88;24.7;4.87;3250.45;25347129.9;0;0;"6104.42.00.000N";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Vestidos:  -Vestidos:     --De algod¿n.";"TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Vestidos:";"PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS(CALZONES)Y \"SHORTS\".";"";"MERCOSUR";0;0;126736;0;2547387;101895;2776018
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";14;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";5266;591.82;614.015;7746.91;59.41;11.71;7818.02;60965264.13;0;0;"6111.30.00.000Q";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,\nDE PUNTO, PARA BEBES.        -De fibras sint¿ticas.";"PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,\nDE PUNTO, PARA BEBES. ";"PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO PARA BEBES, DE FIBRAS SINTETICAS";"";"MERCOSUR";0;0;304826;0;6127009;245080;6676915
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";3;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";8996;1011.01;1048.932;11426.17;87.62;17.27;11531.06;89919659.42;0;0;"6103.42.00.000V";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO,  PANTALONES CORTOS(CALZONES) Y \"SHORTS\" (EXCEPTO  DE BA¿O), DE PUNTO, PARA HOMBRES O NI¿OS. -Pantalones largos, pantalones con peto y pantalones cortos(calzones)y \"shorts\".  -Pantalones largos, pantalones con peto y pantalones cortos(calzones)y \"shorts\".     --De algod¿n.";"TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO,  PANTALONES CORTOS(CALZONES) Y \"SHORTS\" (EXCEPTO  DE BA¿O), DE PUNTO, PARA HOMBRES O NI¿OS. -Pantalones largos, pantalones con peto y pantalones cortos(calzones)y \"shorts\".";"BERMUDAS, DETALLADOS EN LA SUB ITEM";"";"MERCOSUR";0;0;449598;0;9036926;361477;9848001
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";8;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";7200;809.17;839.519;6721.45;51.54;10.16;6783.15;52895298.93;0;0;"6104.62.00.000R";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y \"shorts\":  -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y \"shorts\":     --De algod¿n.";"TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y \"shorts\":";"PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS(CALZONES) Y \"SHORTS\" DETALLADOS EN LA SUB ITEM";"";"MERCOSUR";0;0;264476;0;5315978;212639;5793093
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";11;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";1000;112.38;116.6;2005.98;15.38;3.03;2024.39;15786274.66;0;0;"6111.20.00.000B";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,\nDE PUNTO, PARA BEBES.        -De algod¿n.";"PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,\nDE PUNTO, PARA BEBES. ";"1000-CONJUNTO PANTALON Y CAMISETA P/ BEBE - 100% ALGODON -TAMA¿O P/M/G";"ISENSEE";"MERCOSUR";0;0;78931;0;1586521;63461;1728913
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";13;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";909;102.16;105.989;2538.08;19.46;3.84;2561.38;19973752.68;0;0;"6111.30.00.000Q";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,\nDE PUNTO, PARA BEBES.        -De fibras sint¿ticas.";"PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,\nDE PUNTO, PARA BEBES. ";"909-CONJUNTO PANTALON Y CAMISETA - BEBE - 100% POLIESTER - TAMANHO P/M/G";"ISENSEE";"MERCOSUR";0;0;99869;0;2007362;80294;2187525
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";18;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";105;11.8;12.243;155.89;1.2;0.23;157.32;1226786.5;0;0;"6103.23.00.000D";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO,  PANTALONES CORTOS(CALZONES) Y \"SHORTS\" (EXCEPTO  DE BA¿O), DE PUNTO, PARA HOMBRES O NI¿OS. -Conjuntos:  -Conjuntos:     --De fibras sint¿ticas.";"TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO,  PANTALONES CORTOS(CALZONES) Y \"SHORTS\" (EXCEPTO  DE BA¿O), DE PUNTO, PARA HOMBRES O NI¿OS. -Conjuntos:";"105-CONJUNTO SOFT CON BLUSAO DE CAPUZ Y PANTALON - TAMA¿O 1/2/3 100% POLIESTER MASCULINO / SURTIDA";"MUNDO MANIA";"MERCOSUR";0;0;6134;0;123292;4932;134358
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";2;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";47596;4841.35;5011.385;63447.31;486.53;95.9;64029.75;499306515.3;0;0;"6109.10.00.000P";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  \"T SHIRTS\" Y CAMISETAS INTERIORES, DE PUNTO.        -De algod¿n.";"\"T SHIRTS\" Y CAMISETAS INTERIORES, DE PUNTO. ";"\"T SHIRTS\" Y CAMISETAS INTERIORES, DE PUNTO.";"";"MERCOSUR";0;0;2496533;0;50180305;2007212;54684050
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";5;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";19271;2165.77;2246.996;26771.02;205.29;40.46;27016.77;210677844.49;0;0;"6106.10.00.000J";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  CAMISAS, BLUSAS Y BLUSAS CAMISERAS, DE PUNTO,\nPARA MUJERES O NI¿AS.        -De algod¿n.";"CAMISAS, BLUSAS Y BLUSAS CAMISERAS, DE PUNTO,\nPARA MUJERES O NI¿AS. ";"CAMISAS, BLUSAS Y BLUSAS CAMISERAS, DE PUNTO, PARA MUJERES O NI¿AS";"";"MERCOSUR";0;0;1053389;0;21173123;846925;23073437
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";16;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";759;85.3;88.499;1746.68;13.39;2.64;1762.71;13745689.13;0;0;"6108.32.00.000Y";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  COMBINACIONES, ENAGUAS, BRAGAS (BOMBACHAS, CALZONES), (INCLUSO LAS QUE NO LLEGAN HASTA LA\nCINTURA), CAMISONES, PIJAMAS, SALTOS DE CAMA, \nALBORNOCES DE BA¿O, BATAS DE CASA Y ARTICULOS SIMILARES, DE PUNTO PARA MUJERES O NI¿AS. -Camisones y pijamas:  -Camisones y pijamas:     --De fibras sint¿ticas o artificiales.";"COMBINACIONES, ENAGUAS, BRAGAS (BOMBACHAS, CALZONES), (INCLUSO LAS QUE NO LLEGAN HASTA LA\nCINTURA), CAMISONES, PIJAMAS, SALTOS DE CAMA, \nALBORNOCES DE BA¿O, BATAS DE CASA Y ARTICULOS SIMILARES, DE PUNTO PARA MUJERES O NI¿AS. -Camisones y pijamas:";"376-CONJUNTO PIJAMA PANTALON Y CAMISETA FEMININO - INFANTIL - 100% POLIESTER - TAMA¿O 1/2/3, 383-CONJUNTO PIJAMA PANTALON Y CAMISETA FEMININO - INFANTIL - 100% POLIESTER - TAMA¿O 4 A 10";"ISENSEE";"MERCOSUR";0;0;68728;0;1381442;55258;1505428
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";17;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";3850;432.68;448.909;9762.56;74.86;14.76;9852.17;76827638.17;0;0;"6101.30.00.000V";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS SIMILARES, DE PUNTO, PARA  HOMBRES O NI¿OS, EXCEPTO LOS ARTICULOS DE LA PARTIDA 6103.        -De fibras sint¿ticas o artificiales.\n";"ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS SIMILARES, DE PUNTO, PARA  HOMBRES O NI¿OS, EXCEPTO LOS ARTICULOS DE LA PARTIDA 6103. ";"3.850-UND CHAQUETA MASCULINO - INFANTIL - 100% POLIESTER - TAMA¿O 4 A 10";"ISENSEE";"MERCOSUR";0;0;384138;0;7721178;308847;8414163
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";20;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";8058;905.6;989.565;11215.67;86;16.95;11318.62;88263066.2;0;0;"6102.90.00.000Y";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS SIMILARES, DE PUNTO, PARA MUJERES O NI¿AS, EXCEPTO LOS ARTICULOS DE LA PARTIDA 6104.        -De las dem¿s materias textiles.";"ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS SIMILARES, DE PUNTO, PARA MUJERES O NI¿AS, EXCEPTO LOS ARTICULOS DE LA PARTIDA 6104. ";"8.058-UND CROPPED MOLETOM CON CAPUZ TAM 4/6/8/10/12/14/16  50% ALG. 50% POL";"MUNDO MANIA";"MERCOSUR";0;0;441315;0;8870438;354818;9666571
"24DA000000555945";"IMPORTACION";"IM04";"IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"AEROP. PETTIROSSI";7798.04;"AVION";"R";1;"CHINA";"CHINA";"NUEVO";"KILOGRAMO";38.2;38.2;42;64.35;637.65;0.64;702.64;5479214.83;0;0;"3920.59.00.000E";"PLASTICOS Y SUS MANUFACTURAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  LAS DEMAS PLACAS, LAMINAS, HOJAS, Y TIRAS, DE PLASTICO NO CELULAR Y SIN REFUERZO, ESTRATIFICACION NI SOPORTE O COMBINACION SIMILAR \nCON OTRAS MATERIAS. -De polimeros acr¿licos:  -De polimeros acr¿licos:     --Las demas";"LAS DEMAS PLACAS, LAMINAS, HOJAS, Y TIRAS, DE PLASTICO NO CELULAR Y SIN REFUERZO, ESTRATIFICACION NI SOPORTE O COMBINACION SIMILAR \nCON OTRAS MATERIAS. -De polimeros acr¿licos:";"195 UNIDADES DE RAINBOW ACRYLIC BOARD; SIZE: 200*300*2.6MM; COLOR: RED/BLUE;";"XISHUN";"SIN ACUERDO";789007;0;27396;0;629562;25182;1471147
"24DA000000555946";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";1;"BRASIL";"BRASIL";"NUEVO";"KILOGRAMO";23580;23580;24500;21929.4;2269.22;65.79;23264.41;181416799.76;0;1000;"4802.56.10.000B";"PAPEL Y CARTON";"CAPITULO 48 PAPEL Y CARTON; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON";"CAPITULO 48 PAPEL Y CARTON; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  PAPEL Y CARTON, SIN ESTUCAR NI RECUBRIR, DE LOS\nTIPOS UTILIZADOS PARA ESCRIBIR, IMPRIMIR U\nOTROS FINES GRAFICOS, Y PAPEL Y CARTON PARA \nTARJETAS O CINTAS PARA PERFORAR(SIN PERFORAR), EN BOBINAS (ROLLOS)O EN HOJAS DE FORMA CUADRADA O RECTANGULAR, DE CUALQUIER TAMA¿O, EXCEPTO LOS DE LAS PARTIDAS NRO.4801 O 4803; PAPEL Y CARTON HECHOS A MANO (HOJA A HOJA). -Los dem¿s papeles y cartones, sin fibras\n obtenidas por procedimiento mec¿nico o qu¿mico-mec¿nico o con un contenido total de estas fibras inferior o igual al 10% en peso del contenido total de fibra:  -Los dem¿s papeles y cartones, sin fibras\n obtenidas por procedimiento mec¿nico o qu¿mico-mec¿nico o con un contenido total de estas fibras inferior o igual al 10% en peso del contenido total de fibra: --De peso superior o igual a 40 g/m2 pero inferior o igual a 150 g/m2, en hojas en las que un lado sea inferior o igual 435 mm y el otro sea inferior o igual a 297 mm, medidos sin plegar       En las que ning¿n lado sea superior a 360 mm, medidos sin plegar";"PAPEL Y CARTON, SIN ESTUCAR NI RECUBRIR, DE LOS\nTIPOS UTILIZADOS PARA ESCRIBIR, IMPRIMIR U\nOTROS FINES GRAFICOS, Y PAPEL Y CARTON PARA \nTARJETAS O CINTAS PARA PERFORAR(SIN PERFORAR), EN BOBINAS (ROLLOS)O EN HOJAS DE FORMA CUADRADA O RECTANGULAR, DE CUALQUIER TAMA¿O, EXCEPTO LOS DE LAS PARTIDAS NRO.4801 O 4803; PAPEL Y CARTON HECHOS A MANO (HOJA A HOJA). -Los dem¿s papeles y cartones, sin fibras\n obtenidas por procedimiento mec¿nico o qu¿mico-mec¿nico o con un contenido total de estas fibras inferior o igual al 10% en peso del contenido total de fibra:";"23.580 (VEINTE Y TRES MIL QUINIENTOS OCHENTA) KILOS NETO PAPEL PARA IMPRESION (CORTADOS) EN RESMAS PAPEL CHAMEX OFFSET CUTSIZE 075 GRS. FORMATO 0210 X 0297 MM ( 1.008 CAJAS ).-";"CHAMEX";"MERCOSUR";0;0;907084;0;18232388;729296;19868768
"24DA000000555947";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"SOLUCION LOGISTICA ";7798.04;"CAMION";"V";2;"CHINA";"ARGENTINA";"NUEVO";"UNIDAD";24;165.2;168.69;7106;129.64;71.06;7306.7;56977938.87;0;0;"8481.40.00.000L";"BIENES DE CAPITAL";"BIENES DE CAPITAL";"BIENES DE CAPITAL  ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARA\nTUBERIAS, CALDERAS, DEPOSITOS, CUBAS O\nCONTINENTES SIMILARES, INCLUIDAS LAS VALVULAS\nREDUCTORAS DE PRESION Y LAS VALVULAS\nTERMOSTATICAS        -V¿lvulas de alivio o seguridad";"ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARA\nTUBERIAS, CALDERAS, DEPOSITOS, CUBAS O\nCONTINENTES SIMILARES, INCLUIDAS LAS VALVULAS\nREDUCTORAS DE PRESION Y LAS VALVULAS\nTERMOSTATICAS ";"VALVULAS EN: (24) UND. VALVULAS SEGURIDAD DANFOSS";"";"SIN ACUERDO";0;0;284890;0;5726283;229051;6240224
"24DA000000555947";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"SOLUCION LOGISTICA ";7798.04;"CAMION";"V";3;"CHINA";"ARGENTINA";"NUEVO";"UNIDAD";4;28.3;29.2;1282.52;23.4;12.83;1318.75;10283665.25;0;0;"8481.30.00.000X";"BIENES DE CAPITAL";"BIENES DE CAPITAL";"BIENES DE CAPITAL  ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARA\nTUBERIAS, CALDERAS, DEPOSITOS, CUBAS O\nCONTINENTES SIMILARES, INCLUIDAS LAS VALVULAS\nREDUCTORAS DE PRESION Y LAS VALVULAS\nTERMOSTATICAS        -V¿lvulas de retenci¿n.";"ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARA\nTUBERIAS, CALDERAS, DEPOSITOS, CUBAS O\nCONTINENTES SIMILARES, INCLUIDAS LAS VALVULAS\nREDUCTORAS DE PRESION Y LAS VALVULAS\nTERMOSTATICAS ";"VALVULAS EN: (4) UND. VALVULAS DE RETENCION NRVA 50";"DANFOSS";"SIN ACUERDO";0;0;51418;0;1033508;41340;1126266
"24DA000000555947";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"SOLUCION LOGISTICA ";7798.04;"CAMION";"V";1;"MEXICO";"ARGENTINA";"NUEVO";"UNIDAD";50;1492.297;1661.61;27115.25;494.67;271.16;27881.08;217417777.08;0;0;"8481.80.29.000F";"BIENES DE CAPITAL";"BIENES DE CAPITAL";"BIENES DE CAPITAL  ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARA\nTUBERIAS, CALDERAS, DEPOSITOS, CUBAS O\nCONTINENTES SIMILARES, INCLUIDAS LAS VALVULAS\nREDUCTORAS DE PRESION Y LAS VALVULAS\nTERMOSTATICAS    -Los dem¿s art¿culos de grifer¿a y ¿rganos\n similares.    De los tipos utilizados en refrigeraci¿n.       Los dem¿s.";"ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARA\nTUBERIAS, CALDERAS, DEPOSITOS, CUBAS O\nCONTINENTES SIMILARES, INCLUIDAS LAS VALVULAS\nREDUCTORAS DE PRESION Y LAS VALVULAS\nTERMOSTATICAS ";"LAS DEMAS EN: (50) UND. VALVULAS DE PASO, VALVULAS DE PASO RECTO DANFOSS";"";"SIN ACUERDO";0;0;1087089;0;21850487;874019;23811595
